X,Y,IncidentID,AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,NAME,AGE,GENDER,SEVERITY,LINK,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision,ObjectId
-85.78342968,38.18935618,32112606,LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,15,I 0264,I264 W EXIT9 ON RAMP FROM KY1865,,,,,38.18935618,-85.78342968,5.727,SATURDAY,2023/08/20 00:53:00+00,2053,8PM,2,2,MOTOR SCOOTER,"CHRISTOPHER HELLER, JR.",20,MALE,FATALITY,https://www.wdrb.com/news/20-year-old-identified-in-fatal-moped-crash-on-taylor-boulevard/article_3d8ee83c-405c-11ee-9dc5-0fc5cbd84e48.html,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,4460
-85.76898866,38.22678503,31931450,LOUISVILLE METRO POLICE DEPT,,,S,7TH,ST,METRO,MAJOR ARTERIAL,6,,HILL,,,,,38.22678503,-85.76898866,0.656,SATURDAY,2023/07/08 22:37:00+00,1837,6PM,2,2,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,34,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4461
-85.83179996,38.16206762,30016323,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,12,,TRENT,,,,,38.16206762,-85.83179996,12.875,SUNDAY,2022/05/01 23:39:00+00,1939,7PM,2,2,MOTORCYCLE,DERIK WEYRAUCH,39,MALE,FATALITY,https://www.wdrb.com/news/coroners-office-identifies-39-year-old-motorcyclist-killed-in-pleasure-ridge-park/article_0033dd74-ca3a-11ec-9e0f-d3719daf6764.html,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4462
-85.56969572,38.27095265,31278384,LYNDON POLICE DEPARTMENT,KY0146,,,LA GRANGE,RD,STATE,MINOR ARTERIAL,18,,,,UPS,,WHIPPS MILL,38.27095265,-85.56969572,3.194,WEDNESDAY,2023/02/16 00:51:00+00,1951,7PM,3,3,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,24,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,4463
-85.66069806,38.19209983,30461615,LOUISVILLE METRO POLICE DEPT,KY2052,,,SHEPHERDSVILLE,RD,STATE,MINOR ARTERIAL,10,,,,,,,38.19209983,-85.66069806,3.703,SATURDAY,2022/08/21 02:30:00+00,2230,10PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,38,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4464
-85.78107514,38.21654417,30492484,SHIVELY POLICE DEPARTMENT,KY1931,2600,,7TH STREET,RD,STATE,MAJOR ARTERIAL,6,,,,,,,38.21654417,-85.78107514,10.183,SUNDAY,2022/06/26 09:00:00+00,500,5AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,44,MALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4465
-85.86248344,38.11326612,30669271,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,25,,CITATION,,,,,38.11326612,-85.86248344,9.085,FRIDAY,2022/10/07 21:26:00+00,1726,5PM,2,2,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,19,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4466
-85.73635359,38.09593206,31871452,LOUISVILLE METRO POLICE DEPT,KY1020,10615,,NATIONAL,TPKE,STATE,MINOR ARTERIAL,13,,,,,,,38.09593206,-85.73635359,1.284,SUNDAY,2023/07/09 04:18:00+00,18,12AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,21,MALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE,4467
-85.81381999,38.18592621,31246034,SHIVELY POLICE DEPARTMENT,I 0264,,,I-264,,FEDERAL,INTERSTATE,3,,,,,,,38.18592621,-85.81381999,0.22,THURSDAY,2023/02/16 09:08:00+00,408,4AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,52,MALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,OVERTURNED ON RAMP,SINGLE VEHICLE,CURVE & HILLCREST,DARK-HWY LIGHTED/ON,I 0264,US31W S,FALSE,4468
-85.75423946,38.2586965,30461589,LOUISVILLE METRO POLICE DEPT,KY3077,,,RIVER,RD,STATE,MINOR ARTERIAL,4,,,,,,,38.2586965,-85.75423946,0.391,SUNDAY,2022/08/21 10:00:00+00,600,6AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,35,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4469
-85.76041635,38.19021815,32091146,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,21,,,,,,,38.19021815,-85.76041635,10.49,SUNDAY,2023/08/20 19:10:00+00,1510,3PM,3,2,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,52,MALE,FATALITY,https://www.wlky.com/article/louisville-man-dies-hit-car-watterson-expressway-3rd-street/44861076,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,4470
-85.81360841,38.1944792,30243975,SHIVELY POLICE DEPARTMENT,KY2049,,,CRUMS,LN,STATE,MINOR ARTERIAL,3,,,,GLENHURST,,JANELL,38.1944792,-85.81360841,1.344,SUNDAY,2022/06/26 10:21:00+00,621,6AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,27,MALE,FATALITY,,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAWN,,,FALSE,4471
-85.58945028,38.3109086,30669273,LOUISVILLE METRO POLICE DEPT,I 0071,,,I-71,,FEDERAL,INTERSTATE,16,,,,,,,38.3109086,-85.58945028,8.677,SATURDAY,2022/10/08 14:13:00+00,1013,10AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,29,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4472
-85.86752165,38.0512917,31871543,LOUISVILLE METRO POLICE DEPT,,,,PENDLETON,RD,METRO,SECONDARY COLLECTOR,14,,PAULEYS GAP,,,,,38.0512917,-85.86752165,1.305,SUNDAY,2023/07/10 00:18:00+00,2018,8PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,69,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4473
-85.57817985,38.13151631,30007607,LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,22,,ICHABOD,,,,,38.13151631,-85.57817985,4.175,SUNDAY,2022/05/02 01:29:00+00,2129,9PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,60,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE,4474
-85.81381999,38.18592621,31246034,SHIVELY POLICE DEPARTMENT,I 0264,,,I-264,,FEDERAL,INTERSTATE,3,,,,,,,38.18592621,-85.81381999,0.22,THURSDAY,2023/02/16 09:08:00+00,408,4AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,50,FEMALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,OVERTURNED ON RAMP,SINGLE VEHICLE,CURVE & HILLCREST,DARK-HWY LIGHTED/ON,I 0264,US31W S,FALSE,4475
-85.65937445,38.1730564,30231812,LOUISVILLE METRO POLICE DEPT,KY2052,5312,,SHEPHERDSVILLE,RD,STATE,MINOR ARTERIAL,2,,,,,,,38.1730564,-85.65937445,2.379,SUNDAY,2022/06/26 23:05:00+00,1905,7PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4476
-85.73151288,38.13132897,30669401,LOUISVILLE METRO POLICE DEPT,KY1065,1920,,OUTER,LOOP,STATE,MAJOR ARTERIAL,13,,,,,,,38.13132897,-85.73151288,3.513,SUNDAY,2022/10/09 22:48:00+00,1848,6PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,22,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4477
-85.57817985,38.13151631,30007607,LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,22,,ICHABOD,,,,,38.13151631,-85.57817985,4.175,SUNDAY,2022/05/02 01:29:00+00,2129,9PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,52,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE,4478
-85.51223972,38.2229039,31876874,LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,11,,,,,,,38.2229039,-85.51223972,18.562,MONDAY,2023/07/10 12:30:00+00,830,8AM,4,4,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4479
-85.53128171,38.20051027,32112550,LOUISVILLE METRO POLICE DEPT,,,,REHL,RD,METRO,SECONDARY COLLECTOR,11,,,,,,,38.20051027,-85.53128171,0.395,SUNDAY,2023/08/20 20:42:00+00,1642,4PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,49,FEMALE,FATALITY,,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4480
-85.82446996,38.17479312,30472380,SHIVELY POLICE DEPARTMENT,KY2051,1803,,ROCKFORD,LN,STATE,MINOR ARTERIAL,3,,,,,,,38.17479312,-85.82446996,0.084,SUNDAY,2022/08/21 17:48:00+00,1348,1PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,35,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,WET,TRUE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4481
-85.57318946,38.31484784,30011761,LOUISVILLE METRO POLICE DEPT,,5020,,NORTON HEALTHCARE,BLVD,PRIVATE,PARKING LOT,17,,,,,,,38.31484784,-85.57318946,0.469,MONDAY,2022/05/02 16:51:00+00,1251,12PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,64,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4482
-85.77612064,38.1263875,31138547,LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MINOR ARTERIAL,25,KY1065,OUTER,,,,,38.1263875,-85.77612064,1.264,SUNDAY,2022/10/09 23:31:00+00,1931,7PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,35,MALE,FATALITY,https://www.wave3.com/2022/10/10/man-dead-after-motorcycle-vs-vehicle-crash-new-cut-road/,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,4483
-85.73356404,38.13059376,31916384,LOUISVILLE METRO POLICE DEPT,KY1065,1900,,OUTER,LOOP,STATE,MAJOR ARTERIAL,13,,,,,,,38.13059376,-85.73356404,3.392,TUESDAY,2023/07/11 17:31:00+00,1331,1PM,2,2,MOTOR VEHICLE,WANDA HARGROVE,60,FEMALE,FATALITY,https://www.wave3.com/2023/07/19/identity-released-woman-who-died-uofl-hospital-after-outer-loop-crash/,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,4484
-85.81933746,38.17789494,31283166,SHIVELY POLICE DEPARTMENT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,3,,SAN JOSE,,,,,38.17789494,-85.81933746,14.174,THURSDAY,2023/02/16 17:08:00+00,1208,12PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,46,MALE,SUSPECTED SERIOUS INJURY,,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4485
-85.63826634,38.18387487,32076592,LOUISVILLE METRO POLICE DEPT,,,,FEGENBUSH,LN,METRO,MINOR ARTERIAL,2,,NORFOLK,,,,,38.18387487,-85.63826634,0.233,MONDAY,2023/08/21 18:57:00+00,1457,2PM,2,1,BICYCLE,UNKNOWN OR NOT AVAILABLE,57,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4486
-85.79212725,38.23071887,30415991,LOUISVILLE METRO POLICE DEPT,US0031W,,S,22ND,ST,STATE,MAJOR ARTERIAL,6,,BURNETT,,,,,38.23071887,-85.79212725,18.283,SUNDAY,2022/06/27 02:50:00+00,2250,10PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,57,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE,4487
-85.69711371,38.13617089,30512584,LOUISVILLE METRO POLICE DEPT,KY1065,,,OUTER,LOOP,STATE,MAJOR ARTERIAL,24,,BRIARCLIFF,,,,,38.13617089,-85.69711371,5.472,TUESDAY,2022/08/23 06:53:00+00,253,2AM,2,2,MOTORCYCLE,OFC. THOMAS ELMORE,50,MALE,FATALITY,https://www.courier-journal.com/story/news/crime/2022/08/23/louisville-okolona-hit-and-run-outer-loop-minor-lane/65415499007/,CLEAR,DRY,TRUE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,4488
-85.50261083,38.24208009,30011774,LOUISVILLE METRO POLICE DEPT,US0060,,,SHELBYVILLE,RD,STATE,MAJOR ARTERIAL,19,I 0265,I265 N EXIT27 ON RAMP FROM US60,,,,,38.24208009,-85.50261083,12.042,MONDAY,2022/05/03 00:40:00+00,2040,8PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,75,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,FALSE,4489
-85.81960016,38.21392154,30716748,LOUISVILLE METRO POLICE DEPT,KY1934,3900,,CANE RUN,RD,STATE,MINOR ARTERIAL,1,,,,,,,38.21392154,-85.81960016,10.583,SUNDAY,2022/10/10 00:05:00+00,2005,8PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,58,FEMALE,FATALITY,https://www.courier-journal.com/story/news/crime/2022/10/10/louisville-police-cane-run-road-fatal-crash/69551762007/,CLEAR,DRY,TRUE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4490
-85.82437595,38.26259082,31247110,LOUISVILLE METRO POLICE DEPT,,,,HERMAN,ST,METRO,LOCAL,5,,SHAWNEE,,,,,38.26259082,-85.82437595,0.956,THURSDAY,2023/02/17 00:12:00+00,1912,7PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,21,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,TRUE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4491
-85.74529039,38.24692527,31882140,LOUISVILLE METRO POLICE DEPT,KY0061,,S,JACKSON,ST,STATE,MINOR ARTERIAL,4,,SPRINGER,,,,,38.24692527,-85.74529039,12.413,WEDNESDAY,2023/07/12 04:23:00+00,23,12AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,23,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4492
-85.7075713,38.25962846,32138123,LOUISVILLE METRO POLICE DEPT,US0042,,,BROWNSBORO,RD,STATE,MAJOR ARTERIAL,4,,LINDSAY,,,,,38.25962846,-85.7075713,1.516,MONDAY,2023/08/21 19:42:00+00,1542,3PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,64,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,CURVE & LEVEL,DAYLIGHT,,,FALSE,4493
-85.76844796,38.18185655,30471487,LOUISVILLE METRO POLICE DEPT,,,W,WOODLAWN,AVE,METRO,PRIMARY COLLECTOR,21,,SOUTHERN,,,,,38.18185655,-85.76844796,0.653,TUESDAY,2022/08/23 11:00:00+00,700,7AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,37,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4494
-85.80915529,38.22447442,30016336,LOUISVILLE METRO POLICE DEPT,KY2054,,,ALGONQUIN,PKWY,STATE,MINOR ARTERIAL,1,KY1934,CANE RUN,,,,,38.22447442,-85.80915529,0.713,TUESDAY,2022/05/03 19:07:00+00,1507,3PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,30,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4495
-85.87415593,38.09328054,30329282,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,25,,,,US31W RAMP FROM KY841,,US31W,38.09328054,-85.87415593,0.248,MONDAY,2022/06/27 20:59:00+00,1659,4PM,2,1,BICYCLE,UNKNOWN OR NOT AVAILABLE,59,FEMALE,FATALITY,https://www.wave3.com/2022/06/28/bicyclist-hospitalized-after-being-hit-by-car-dixie-highway/,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE,4496
-85.78261706,38.17544286,31248586,LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,15,,,,,,,38.17544286,-85.78261706,4.739,THURSDAY,2023/02/17 00:55:00+00,1955,7PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,68,MALE,FATALITY,,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,4497
-85.76472616,38.17115712,30702228,LOUISVILLE METRO POLICE DEPT,KY1020,,,SOUTHSIDE,DR,STATE,MINOR ARTERIAL,21,,SOUTHLAND,,,,,38.17115712,-85.76472616,6.974,SUNDAY,2022/10/10 00:23:00+00,2023,8PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,20,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,4498
-85.80753547,38.22640887,32076597,LOUISVILLE METRO POLICE DEPT,,3015,,WILSON,AVE,METRO,MINOR ARTERIAL,1,,,,,,,38.22640887,-85.80753547,2.01,MONDAY,2023/08/21 21:15:00+00,1715,5PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,13,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4499
-85.83339233,38.11522255,31965945,LOUISVILLE METRO POLICE DEPT,KY0907,9722,,3RD STREET,RD,STATE,MINOR ARTERIAL,25,,,,,,,38.11522255,-85.83339233,2.19,WEDNESDAY,2023/07/12 20:11:00+00,1611,4PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,53,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4500
-85.80757281,38.25444196,30550967,LOUISVILLE METRO POLICE DEPT,,,,RIVER PARK,DR,METRO,PRIMARY COLLECTOR,5,,34TH,,,,,38.25444196,-85.80757281,1.063,TUESDAY,2022/08/23 13:04:00+00,904,9AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,21,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4501
-85.6788797,38.1100706,30020625,LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,24,,,I 0265,I265 E EXIT12 OFF RAMP TO KY61,I 0265,I265 E EXIT12 ON RAMP FROM KY61 S,38.1100706,-85.6788797,11.529,WEDNESDAY,2022/05/04 14:02:00+00,1002,10AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,46,FEMALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE,4502
-85.75995235,38.11741137,30277582,LOUISVILLE METRO POLICE DEPT,KY0841,,,GENE SNYDER,FWY,STATE,FREEWAY,13,,,,,,,38.11741137,-85.75995235,7.001,MONDAY,2022/06/28 00:15:00+00,2015,8PM,1,1,MOTOR VEHICLE,TAYLOR RAYE FEGETT,28,FEMALE,FATALITY,https://www.courier-journal.com/story/news/local/2022/06/28/louisville-traffic-driver-killed-single-car-crash-gene-snyder-freeway/7753928001/,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,4503
-85.84528433,38.14374561,31278788,LOUISVILLE METRO POLICE DEPT,KY1931,,,GREENWOOD,RD,STATE,MINOR ARTERIAL,14,,LUCILLE,,,,,38.14374561,-85.84528433,2.832,THURSDAY,2023/02/17 02:42:00+00,2142,9PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,37,MALE,FATALITY,https://www.wlky.com/article/lmpd-man-dead-rear-ended-motorcycle-prp-louisville/42945272,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE,4504
-85.81099771,38.1730103,30263201,LOUISVILLE METRO POLICE DEPT,,1020,,GAGEL,AVE,METRO,MINOR ARTERIAL,12,,,,,,,38.1730103,-85.81099771,0.637,MONDAY,2022/06/28 00:23:00+00,2023,8PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,29,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,4505
-85.83050466,38.08058256,32139139,LOUISVILLE METRO POLICE DEPT,,5108,,BLEVINS GAP,RD,METRO,PRIMARY COLLECTOR,13,,,,,,,38.08058256,-85.83050466,3.548,MONDAY,2023/08/21 23:37:00+00,1937,7PM,1,1,MOTOR SCOOTER,DUSTIN DERMODY,28,MALE,FATALITY,https://www.wlky.com/article/dustin-dermody-killed-moped-crash-funeral-louisville/45053364,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,FALSE,4506
